ID,Business Name,Slug,Status,Profile Status,Claimed,Featured,Confidence Score,Main Category,Secondary Categories,Suburb,City,State,Postcode,Service Radius (km),Services Nationwide,Services Statewide,All States,Description,Phone,Email,Website,ABN,Year Established,Google Business URL,Service Tags,Defect Tags,Repair System Tags,Capability Tags,Licences,Created At
5036,Nut and Bolt Factory Wooloongabba,nut-and-bolt-factory-wooloongabba,published,basic,No,No,60,Concrete Repair Suppliers,,Woolloongabba,,QLD,4102,,No,No,QLD,"From Business: Nut & Bolt Factory Woolloongabba is a leading supplier of fasteners, abrasives, and safety equipment in Brisbane. We have over 20 years of experience and a team…",(07) 3393 0303,,,,,,,,,,,29/05/2026
6374,One Stop Building & Hardware,one-stop-building-and-hardware,published,basic,No,No,60,Concrete Repair Suppliers,,Croydon Park,,SA,5008,,No,No,SA,,(08) 8340 8477,,,,,,,,,,,29/05/2026
6723,Phillips Civil Contracting,phillips-civil-contracting,published,basic,No,No,60,Concrete Repair Suppliers,,Cairns Bay,,TAS,7116,,No,No,TAS,"From Business: Excavation, landscaping & gravel supplies. Family business. 40 yrs experience in earthworks and landscaping. Satisfaction guaranteed. We give our customers a…",(03) 6297 1580,,,,,,,,,,,29/05/2026
1267,Planet Plasterboard,planet-plasterboard,published,basic,No,No,60,Concrete Repair Suppliers,,Rivervale,,WA,6103,,No,No,WA,From Business: Planet Plasterboard specialises in plasterboard wholesale. Planet Plasterboard has provided services to Perth metropolitan and WA country towns ever since 2009.…,(08) 6150 3768,sales@planetbp.com.au,http://www.planetplasterboard.com.au/,,,,,,,,,29/05/2026
818,Plyco,plyco,published,basic,No,No,60,Concrete Repair Suppliers,,Alphington,,VIC,3078,,No,No,VIC,,(03) 9499 4997,info@plyco.com.au,http://www.plyco.com.au/,,,,,,,,,29/05/2026
3231,Prestige Profiles,prestige-profiles,published,basic,No,No,60,Concrete Repair Suppliers,,Arncliffe,,NSW,2205,,No,No,NSW,,(02) 9556 2422,,,,,,,,,,,29/05/2026
821,Procast Australia,procast-australia,published,basic,No,No,60,Concrete Repair Suppliers,,Sunshine,,VIC,3020,,No,No,VIC,,0460 670 000,hello@procastaustralia.com.au,https://www.procastaustralia.com.au/,,,,,,,,,29/05/2026
1272,Project Building Supplies,project-building-supplies,published,basic,No,No,60,Concrete Repair Suppliers,,Balcatta,,WA,6021,,No,No,WA,,(08) 9303 4999,info@projectbuildingsupplies.com,http://www.projectbuildingsupplies.com.au/,,,,,,,,,29/05/2026
5038,QBSI,qbsi,published,basic,No,No,60,Concrete Repair Suppliers,,Holland Park,,QLD,4121,,No,No,QLD,,0422 244 401,,,,,,,,,,,29/05/2026
6382,Reid Prestige Build,reid-prestige-build,published,basic,No,No,60,Concrete Repair Suppliers,,West Lakes,,SA,5021,,No,No,SA,From Business: Reid Prestige Build is a small boutique building company specializing in the design and building of a limited number of custom homes each year so that…,(08) 8353 7044,,,,,,,,,,,29/05/2026
5770,Remson Steel Pty Ltd,remson-steel-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Osborne Park,,WA,6017,,No,No,WA,,(08) 9446 8800,,http://www.remsonsteel.com.au/,,,,,,,,,29/05/2026
6375,Ritefix Construction and Industrial Pty Ltd,ritefix-construction-and-industrial-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Edwardstown,,SA,5039,,No,No,SA,,(08) 8374 0102,,http://www.ritefix.com.au/,,,,,,,,,29/05/2026
4158,Robot Building Supplies,robot-building-supplies,published,basic,No,No,60,Concrete Repair Suppliers,,Preston,,VIC,3072,,No,No,VIC,,(03) 9487 9700,,http://www.robotbuildingsupplies.com.au/,,,,,,,,,29/05/2026
5045,Rossini Architectural Products,rossini-architectural-products,published,basic,No,No,60,Concrete Repair Suppliers,,Rocklea,,QLD,4106,,No,No,QLD,,(07) 3277 7740,,,,,,,,,,,29/05/2026
6387,Rota-Forma Pty Ltd,rota-forma-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Pooraka,,SA,5095,,No,No,SA,,(08) 8262 3144,,,,,,,,,,,29/05/2026
6376,SA Building Supplies,sa-building-supplies,published,basic,No,No,60,Concrete Repair Suppliers,,St Marys,,SA,5042,,No,No,SA,,(08) 8277 0225,,http://www.sabuildingsupplies.com.au/,,,,,,,,,29/05/2026
1480,SA Prime Building Supplies Pty Ltd,sa-prime-building-supplies-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Northfield,,SA,5085,,No,No,SA,,(08) 8333 7220,admin@uvida.com.au,https://www.uvida.com.au/,,,,,,,,,29/05/2026
816,Sayers R & D Plaster Products,sayers-r-and-d-plaster-products,published,basic,No,No,60,Concrete Repair Suppliers,,Brunswick,,VIC,3056,,No,No,VIC,,(03) 9386 1882,sales@rdsayers.com.au,http://www.rdsayers.com.au/,,,,,,,,,29/05/2026
522,Seymour Building Supplies,seymour-building-supplies,published,basic,No,No,60,Concrete Repair Suppliers,,Sydney,,NSW,2000,,No,No,NSW,From Business: Sand Plumbing Hardware Timber Trade Supplies,(02) 9879 4215,enquiries@seymourbuildingsupplies.com.au,http://www.seymourbuildingsupplies.com.au/,,,,,,,,,29/05/2026
5033,SkyShades,skyshades,published,basic,No,No,60,Concrete Repair Suppliers,,Milton,,QLD,4064,,No,No,QLD,,(07) 3377 4400,,http://www.skyshades.com.au/,,,,,,,,,29/05/2026
3233,Smorgon Steel Group,smorgon-steel-group,published,basic,No,No,60,Concrete Repair Suppliers,,Banksmeadow,,NSW,2019,,No,No,NSW,,(02) 9666 4157,,,,,,,,,,,29/05/2026
1274,Specialised Bolts,specialised-bolts,published,basic,No,No,60,Concrete Repair Suppliers,,Cannington,,WA,6107,,No,No,WA,,(08) 9358 0808,info@specialisedbolts.com.au,http://www.specialisedbolts.com.au/,,,,,,,,,29/05/2026
5777,State West Building Supplies,state-west-building-supplies,published,basic,No,No,60,Concrete Repair Suppliers,,Malaga,,WA,6090,,No,No,WA,,(08) 9248 8041,,,,,,,,,,,29/05/2026
1266,Stirling Glass and Aluminium,stirling-glass-and-aluminium,published,basic,No,No,60,Concrete Repair Suppliers,,Osborne Park,,WA,6017,,No,No,WA,"From Business: Stirling Glass + Aluminium has been providing quality aluminium windows in Perth for over 40 years, delivering durable and stylish solutions for homes and…",(08) 6225 2901,sales@stirlingglass.com.au,https://www.stirlingglass.com.au/,,,,,,,,,29/05/2026
819,Stone Age Stone Pty Ltd,stone-age-stone-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Surrey Hills,,VIC,3127,,No,No,VIC,,0417 390 199,donate@opencart.com,http://www.stoneagestone.com.au/,,,,,,,,,29/05/2026
526,Stramit Building Products,stramit-building-products,published,basic,No,No,60,Concrete Repair Suppliers,,Macquarie Park,,NSW,2113,,No,No,NSW,,(02) 9928 3600,contactus@stramit.com.au,http://www.stramit.com.au/,,,,,,,,,29/05/2026
4153,Surplus Fastener Company Pty Ltd,surplus-fastener-company-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Melbourne,,VIC,3000,,No,No,VIC,,0405 207 258,,,,,,,,,,,29/05/2026
3239,Sydney Sealers,sydney-sealers,published,basic,No,No,60,Concrete Repair Suppliers,,Rhodes,,NSW,2138,,No,No,NSW,,1300 141 145,,,,,,,,,,,29/05/2026
5042,Tasbeam Pty Ltd,tasbeam-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Rocklea,,QLD,4106,,No,No,QLD,,(07) 3277 0169,,,,,,,,,,,29/05/2026
5776,The Clothes Line Man,the-clothes-line-man,published,basic,No,No,60,Concrete Repair Suppliers,,Balcatta,,WA,6021,,No,No,WA,,(08) 9440 1532,,,,,,,,,,,29/05/2026
3226,TILE CULTURE,tile-culture,published,basic,No,No,60,Concrete Repair Suppliers,,Petersham,,NSW,2049,,No,No,NSW,,0432 718 389,,,,,,,,,,,29/05/2026
6380,TJ & H Agencies,tj-and-h-agencies,published,basic,No,No,60,Concrete Repair Suppliers,,Ottoway,,SA,5013,,No,No,SA,"From Business: TJ&H Agencies has been servicing the Precast, Tilt Up, Concreting and General Construction industries in South Australia for over 25 years. While the concrete…",(08) 8409 3400,,https://www.tjhagencies.com.au/,,,,,,,,,29/05/2026
1600,Tool Trends Tasmania,tool-trends-tasmania,published,basic,No,No,60,Concrete Repair Suppliers,,Derwent Park,,TAS,7009,,No,No,TAS,,(03) 6273 9133,sales@tooltrends.com.au,http://www.tooltrends.com.au/,,,,,,,,,29/05/2026
6379,Topmix Pty Ltd,topmix-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Dry Creek,,SA,5094,,No,No,SA,,(08) 8260 2233,,,,,,,,,,,29/05/2026
5048,Trade Builders Supplies,trade-builders-supplies,published,basic,No,No,60,Concrete Repair Suppliers,,Geebung,,QLD,4034,,No,No,QLD,,(07) 3265 5448,,,,,,,,,,,29/05/2026
6377,Trussfab,trussfab,published,basic,No,No,60,Concrete Repair Suppliers,,Gepps Cross,,SA,5094,,No,No,SA,,(08) 8262 7500,,,,,,,,,,,29/05/2026
1271,Tufftex,tufftex,published,basic,No,No,60,Concrete Repair Suppliers,,Malaga,,WA,6090,,No,No,WA,,(08) 9248 8788,contact@tufftex.com.au,https://www.tufftex.com.au/,,,,,,,,,29/05/2026
3235,Ubiq Pty Ltd,ubiq-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Gladesville,,NSW,2111,,No,No,NSW,,(02) 9519 4460,,,,,,,,,,,29/05/2026
5775,UNITEX BUILDING SUPPLIES,unitex-building-supplies,published,basic,No,No,60,Concrete Repair Suppliers,,Malaga,,WA,6090,,No,No,WA,,(08) 9248 8788,,,,,,,,,,,29/05/2026
5032,Uplift Crane Hire QLD,uplift-crane-hire-qld,published,basic,No,No,60,Concrete Repair Suppliers,,Brisbane,,QLD,4000,,No,No,QLD,,0466 111 495,,https://www.facebook.com/Upliftcranesqld/info/?tab=page_info,,,,,,,,,29/05/2026
5052,V J Plus,v-j-plus,published,basic,No,No,60,Concrete Repair Suppliers,,Sumner,,QLD,4074,,No,No,QLD,"From Business: VJ Sheeting, Mouldings & Cladding",(07) 3279 7811,,http://www.vjplus.com.au/,,,,,,,,,29/05/2026
3243,VARRD Pty Ltd,varrd-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,Lakemba,,NSW,2195,,No,No,NSW,,(02) 9759 8066,,,,,,,,,,,29/05/2026
1270,Versatile Building Products,versatile-building-products,published,basic,No,No,60,Concrete Repair Suppliers,,Malaga,,WA,6090,,No,No,WA,,(08) 9249 2333,versatile@vbp.com.au,http://www.vbp.com.au/,,,,,,,,,29/05/2026
1273,WCT Distributors,wct-distributors,published,basic,No,No,60,Concrete Repair Suppliers,,Balcatta,,WA,6021,,No,No,WA,,(08) 9240 7343,sales@wctdistributors.com.au,https://wctdistributors.com.au/,,,,,,,,,29/05/2026
5034,Weepa Products Pty Ltd,weepa-products-pty-ltd,published,basic,No,No,60,Concrete Repair Suppliers,,West End,,QLD,4101,,No,No,QLD,,(07) 3844 3744,,,,,,,,,,,29/05/2026
6383,Westox Building Products,westox-building-products,published,basic,No,No,60,Concrete Repair Suppliers,,Somerton Park,,SA,5044,,No,No,SA,,(08) 8376 3188,,,,,,,,,,,29/05/2026
1093,Wood N You,wood-n-you,published,basic,No,No,60,Concrete Repair Suppliers,,Coopers Plains,,QLD,4108,,No,No,QLD,,(07) 3274 5677,enquiries@woodnyou.com,http://www.woodnyou.com/,,,,,,,,,29/05/2026
5786,Wr Metals,wr-metals,published,basic,No,No,60,Concrete Repair Suppliers,,Canning Vale,,WA,6155,,No,No,WA,,(08) 9456 2222,,,,,,,,,,,29/05/2026
5047,XCD (AUST) Pty,xcd-aust-pty,published,basic,No,No,60,Concrete Repair Suppliers,,Tingalpa,,QLD,4173,,No,No,QLD,,1300 726 980,,,,,,,,,,,29/05/2026
820,Yanying (Australia) Trading,yanying-australia-trading,published,basic,No,No,60,Concrete Repair Suppliers,,Braybrook,,VIC,3019,,No,No,VIC,"From Business: Largest range of sandwich insulation panels and corresponding channels, flashings, extrusions, doors, roofs, windows at the cheapest, most competitive prices.",0425 278 018,coolroompanels@gmail.com,https://coolroompanels.blogspot.com/p/about-us.html,,,,,,,,,29/05/2026
5926,Adelaide Sawing & Drilling,adelaide-sawing-and-drilling,published,basic,No,No,60,Concrete Scanning,,Tea Tree Gully,,SA,5091,,No,No,SA,"From Business: We Are Industry Builders and Leaders: Adelaide Saw & Drilling does more than just cut holes into walls and floors. Together with Adelaide's leading builders,…",0488 988 070,,,,,,,,,,,29/05/2026
910,Cardno - Concrete Scanning,cardno-concrete-scanning,published,basic,No,No,60,Concrete Scanning,,Acacia Ridge,,QLD,4110,,No,No,QLD,,(07) 3320 8535,media@stantec.com,http://www.cardno.com/en-au/AboutUs/CardnoAUS/Pages/Cardno-AUS---About-Us.aspx,,,,,,,,,29/05/2026
912,CSI Concrete Scanning & Investigations,csi-concrete-scanning-and-investigations,published,basic,No,No,60,Concrete Scanning,,Broadbeach Waters,,QLD,4218,,No,No,QLD,,0427 827 692,info@scanconcrete.com.au,http://www.scanconcrete.com.au/,,,,,,,,,29/05/2026
2568,GPR Scanning Australia PTY LTD,gpr-scanning-australia-pty-ltd,published,basic,No,No,60,Concrete Scanning,,Smeaton Grange,,NSW,2567,,No,No,NSW,From Business: GPR Scanning Australia specializes in providing ground penetrating radar services to both commercial and residential clients. We are the best at what we do…,0487 266 114,,http://gprscan.com.au/,,,,,,,,,29/05/2026
625,National Concrete Scanning & Coring,national-concrete-scanning-and-coring,published,basic,No,No,60,Concrete Scanning,,Melbourne,,VIC,3000,,No,No,VIC,From Business: Our fully trained technicians will locate objects within most concrete structures and provide indepth feedback and reporting to minimize risk of assett damage…,1300 007 226,admin@ncscan.com.au,https://nationalconcretescanning.com.au/,,,,,,,,,29/05/2026
5297,Perth Concrete Scanning,perth-concrete-scanning,published,basic,No,No,60,Concrete Scanning,,Bibra Lake,,WA,6163,,No,No,WA,,0416 931 001,,,,,,,,,,,29/05/2026
911,Precise Cut & Core,precise-cut-and-core,published,basic,No,No,60,Concrete Scanning,,Brisbane,,QLD,4000,,No,No,QLD,"From Business: We do concrete cutting, concrete drilling, concrete scanning, concrete removal.",1300 663 613,info@precisecutandcore.com.au,http://www.precisecutandcore.com.au/,,,,,,,,,29/05/2026
2567,Sniper Concrete Scanning,sniper-concrete-scanning,published,basic,No,No,60,Concrete Scanning,,Greenacre,,NSW,2190,,No,No,NSW,,0416 012 743,,,,,,,,,,,29/05/2026
312,Warrabinya Services,warrabinya-services,published,basic,No,No,60,Concrete Scanning,,Sandy Point,,NSW,2172,,No,No,NSW,"From Business: Warrabinya Services is a specialist Concrete Scanning & Utility Service Locating organisation, supporting the Civil and Construction Industries. By using…",(02) 8646 0111,sales@warrabinya.com.au,https://warrabinya.com.au/,,,,,,,,,29/05/2026
253,HRS Trailers,hrs-trailers,published,basic,No,No,60,Concrete Spalling Contractors,,Penrith,,NSW,2750,,No,No,NSW,"From Business: AT A GLANCE Tough and durable truck body and trailers Good quality material and workmanship Competitively priced, won't be beaten on price Fast turn around…",(02) 4722 2317,info@hrstrailers.com.au,http://www.hrstrailers.com.au/,,,,,,,,,29/05/2026
5129,Kerb 2 Kerb Concreting Pty Ltd,kerb-2-kerb-concreting-pty-ltd,published,basic,No,No,60,Concrete Spalling Contractors,,Wanneroo,,WA,6065,,No,No,WA,From Business: We aim to lead the concreting sector by taking advantage of our local expertise and providing high-quality finishes every time. Kerb 2 Kerb Concreting Pty Ltd…,0431 919 150,,,,,,,,,,,29/05/2026
1132,Kerb Doctor,kerb-doctor,published,basic,No,No,60,Concrete Spalling Contractors,,Bayswater,,WA,6053,,No,No,WA,"From Business: Kerb Doctor is a trusted concrete contractor servicing Bayswater and the greater Perth region. Specialising in concrete kerb repairs, restoration, and…",0419 994 479,sales@kerbdoctor.com.au,https://www.kerbdoctorwa.com.au/,,,,,,,,,29/05/2026
93,Habitat Building Consultancy,habitat-building-consultancy,published,basic,No,No,55,Consultants & Practitioners,,Sydney,,NSW,2000,,No,No,NSW,"Building consultants providing defect reports, remedial project management and inspections for strata and property managers in Sydney.",02 4862 2788,,https://habitatbc.com.au,,,,,,,,,27/05/2026
32,Sutech Building Consultants,sutech-building-consultants,published,basic,No,No,75,Consultants & Practitioners,,Mosman,,NSW,2088,,No,No,NSW,"Strata building consultants providing construction, maintenance and repair services to residential buildings since 1980.",02 9949 5566,info@sutech.com.au,https://sutech.com.au,,,,,,,,,27/05/2026
3640,A Plus Concrete Cutting & Core Drilling Pty Ltd,a-plus-concrete-cutting-and-core-drilling-pty-ltd,published,basic,No,No,60,Core Drilling,,Epping,,VIC,3076,,No,No,VIC,,0419 506 060,,,,,,,,,,,29/05/2026
2642,Optimal Cut & Core Concrete Cutting Pty Ltd,optimal-cut-and-core-concrete-cutting-pty-ltd,published,basic,No,No,60,Core Drilling,,Faulconbridge,,NSW,2776,,No,No,NSW,"From Business: concrete cutting and core drilling services Sydney wide. Professional, Competitive. Reliable, 24/7 Road saw, Ring saw, Core Drilling, Hand sawing",0431 193 734,,http://www.optimalcutandcore.com.au/,,,,,,,,,29/05/2026
331,Ripa Concrete Cutting,ripa-concrete-cutting,published,basic,No,No,60,Core Drilling,,Seven Hills,,NSW,2147,,No,No,NSW,"From Business: Established in 1984, Ripa Concrete Cutting is an Australian owned and operated business who has over 36 years' experience in the industry. We provide concrete…",(02) 9673 5622,sales@ripagroup.com.au,https://www.ripagroup.com.au/,,,,,,,,,29/05/2026
869,Mad Pool Interiors,mad-pool-interiors,published,basic,No,No,60,Crack Injection Contractors,,Baringa,,QLD,4551,,No,No,QLD,"From Business: Mad Pool Interiors is a family owned and operated business, we’ve been in business since 1st July 1990. Mark has been in the swimming pool business, working for…",(07) 5493 3639,info@madpoolinteriors.com.au,http://www.madpoolinteriors.com.au/,,,,,,,,,29/05/2026
101,Demlakian Consulting Engineers,demlakian-consulting-engineers,published,basic,No,No,55,DBP Practitioners,,Sydney,,NSW,2000,,No,No,NSW,"Engineering, strata and remedial services in Sydney, Brisbane and London with over 35 years of experience.",02 9412 1088,,https://www.demlakian.com.au,,,,,,,,,27/05/2026
92,Sydney Strata Engineers,sydney-strata-engineers,published,basic,No,No,55,DBP Practitioners,,Warriewood,,NSW,2102,,No,No,NSW,Design and building practitioner engineers specialising in remedial engineering solutions for strata buildings in NSW.,02 9979 5566,,https://www.sydneystrataengineers.com.au,,,,,,,,,27/05/2026
100,Hazaway Asbestos Removal,hazaway-asbestos-removal,published,basic,No,No,55,Demolition & Strip-Out,,Melbourne,,VIC,3000,,No,No,VIC,WorkSafe Class B licensed asbestos removal specialists with EPA Victoria approved vehicles serving Melbourne.,0432 622 292,,https://hazaway.com.au,,,,,,,,,27/05/2026
91,Sydney Asbestos,sydney-asbestos,published,basic,No,No,55,Demolition & Strip-Out,,Sydney,,NSW,2000,,No,No,NSW,NSW Government licensed asbestos removal and demolition specialists for residential and commercial properties in Sydney.,1300 04 3366,,https://sydneyasbestos.com,,,,,,,,,27/05/2026
1532,20th Century Plumbing Pty Ltd,20th-century-plumbing-pty-ltd,published,basic,No,No,60,Drainage Contractors,,Derwent Park,,TAS,7009,,No,No,TAS,"From Business: 20th Century Plumbing is one of the oldest and most respected plumbing firms in Tasmania, we have been serving our community since 1968. A lot has changed since…",(03) 6272 5633,admin@centuryplumbing.com.au,http://20thcenturyplumbing.com.au/,,,,,,,,,29/05/2026
3647,A Drain Doctor,a-drain-doctor,published,basic,No,No,60,Drainage Contractors,,Mount Waverley,,VIC,3149,,No,No,VIC,,(03) 9886 3563,,,,,,,,,,,29/05/2026
4550,A Fast 24Hr Emergency Plumber,a-fast-24hr-emergency-plumber,published,basic,No,No,60,Drainage Contractors,,Hawthorne,,QLD,4171,,No,No,QLD,,(07) 3899 2468,,,,,,,,,,,29/05/2026
2653,A Grade Plumbing,a-grade-plumbing,published,basic,No,No,60,Drainage Contractors,,Lidcombe,,NSW,2141,,No,No,NSW,,(02) 9649 1099,,,,,,,,,,,29/05/2026
333,A to Z Plumbing & Drainage Services,a-to-z-plumbing-and-drainage-services,published,basic,No,No,60,Drainage Contractors,,Sydney,,NSW,2000,,No,No,NSW,"From Business: When a pipe bursts or your drains become clogged, you don’t have time to wait around for a plumber.",0418 224 182,azplumb@icloud.com,http://www.atozplumbing.com.au/,,,,,,,,,29/05/2026
2647,A1 Competitive Plumbing Services,a1-competitive-plumbing-services,published,basic,No,No,60,Drainage Contractors,,Kingsford,,NSW,2032,,No,No,NSW,,(02) 4625 4094,,,,,,,,,,,29/05/2026
5361,Ace Drainage,ace-drainage,published,basic,No,No,60,Drainage Contractors,,High Wycombe,,WA,6057,,No,No,WA,,0417 966 298,,,,,,,,,,,29/05/2026
5966,Adelaide Pipeline Maintenance Service,adelaide-pipeline-maintenance-service,published,basic,No,No,60,Drainage Contractors,,Somerton Park,,SA,5044,,No,No,SA,,(08) 8295 2333,,,,,,,,,,,29/05/2026
2654,All Area Drain Cleaning Specialists,all-area-drain-cleaning-specialists,published,basic,No,No,60,Drainage Contractors,,Sans Souci,,NSW,2219,,No,No,NSW,,(02) 9529 6243,,,,,,,,,,,29/05/2026
5357,Alpine Drainage,alpine-drainage,published,basic,No,No,60,Drainage Contractors,,Malaga,,WA,6090,,No,No,WA,,0418 920 419,,https://www.alpinedrainage.com.au/,,,,,,,,,29/05/2026
4558,Andrew Hicks Plumbing,andrew-hicks-plumbing,published,basic,No,No,60,Drainage Contractors,,Strathpine,,QLD,4500,,No,No,QLD,,0411 173 115,,,,,,,,,,,29/05/2026
5967,APMS,apms,published,basic,No,No,60,Drainage Contractors,,Somerton Park,,SA,5044,,No,No,SA,,(08) 8295 2333,,,,,,,,,,,29/05/2026
334,Aquabocci,aquabocci,published,basic,No,No,60,Drainage Contractors,,Darling Point,,NSW,2027,,No,No,NSW,,0410 505 222,salesuk@aquabocci.com,http://aquabocci.com/,,,,,,,,,29/05/2026
3653,Armstrong Plumbing,armstrong-plumbing,published,basic,No,No,60,Drainage Contractors,,Greensborough,,VIC,3088,,No,No,VIC,,(03) 9444 8069,,,,,,,,,,,29/05/2026
3659,Asquith Plumbing,asquith-plumbing,published,basic,No,No,60,Drainage Contractors,,Templestowe,,VIC,3106,,No,No,VIC,,1800 676 333,,http://www.asquithplumbinggroup.com.au/,,,,,,,,,29/05/2026
3660,Azzona Drainage Contractors,azzona-drainage-contractors,published,basic,No,No,60,Drainage Contractors,,Campbellfield,,VIC,3061,,No,No,VIC,"From Business: Azzona Drainage Contractors, based in Campbellfield, Victoria, is a leading Australian-owned company specializing in civil construction and drainage solutions.…",(03) 9305 3900,,http://www.azzona.com.au/,,,,,,,,,29/05/2026
3644,Bayside Plumbing & Drainage Pty Ltd,bayside-plumbing-and-drainage-pty-ltd,published,basic,No,No,60,Drainage Contractors,,Altona,,VIC,3018,,No,No,VIC,,(03) 9255 5833,,,,,,,,,,,29/05/2026
2664,BG Plumbing Pty Ltd,bg-plumbing-pty-ltd,published,basic,No,No,60,Drainage Contractors,,Jamisontown,,NSW,2750,,No,No,NSW,,(02) 4731 8200,,,,,,,,,,,29/05/2026
4567,Blocked Drain King,blocked-drain-king,published,basic,No,No,60,Drainage Contractors,,Burleigh Heads,,QLD,4220,,No,No,QLD,,(07) 5593 4722,,http://blockeddrainking.com.au/,,,,,,,,,29/05/2026
4548,Brisbane Blocked Drain Solutions,brisbane-blocked-drain-solutions,published,basic,No,No,60,Drainage Contractors,,Kangaroo Point,,QLD,4169,,No,No,QLD,,(07) 3113 9266,,,,,,,,,,,29/05/2026
5360,Bromatt Drainage,bromatt-drainage,published,basic,No,No,60,Drainage Contractors,,Hamersley,,WA,6022,,No,No,WA,,0412 370 866,,http://www.bromattdrainage.com.au/,,,,,,,,,29/05/2026
4546,C & R Costall,c-and-r-costall,published,basic,No,No,60,Drainage Contractors,,Brisbane,,QLD,4000,,No,No,QLD,,(07) 3409 7396,,,,,,,,,,,29/05/2026
650,Casabene Excavations Drainage & Plumbing,casabene-excavations-drainage-and-plumbing,published,basic,No,No,60,Drainage Contractors,,Hoppers Crossing,,VIC,3029,,No,No,VIC,,(03) 9369 8555,info@casabenegroup.com.au,http://www.casabenegroup.com.au/,,,,,,,,,29/05/2026
3655,Caulfield Plumbing Service,caulfield-plumbing-service,published,basic,No,No,60,Drainage Contractors,,Clarinda,,VIC,3169,,No,No,VIC,,0418 336 205,,,,,,,,,,,29/05/2026
5364,Charter Plumbing And Gas,charter-plumbing-and-gas,published,basic,No,No,60,Drainage Contractors,,Kenwick,,WA,6107,,No,No,WA,,(08) 9459 5844,,,,,,,,,,,29/05/2026
3645,Chivers W L Plumbing,chivers-w-l-plumbing,published,basic,No,No,60,Drainage Contractors,,Rosanna,,VIC,3084,,No,No,VIC,,0417 495 969,,,,,,,,,,,29/05/2026
3661,Citadel Group Services Pty Ltd,citadel-group-services-pty-ltd,published,basic,No,No,60,Drainage Contractors,,Campbellfield,,VIC,3061,,No,No,VIC,,(03) 9308 7133,,,,,,,,,,,29/05/2026
646,Citywide Tree Services,citywide-tree-services,published,basic,No,No,60,Drainage Contractors,,North Melbourne,,VIC,3051,,No,No,VIC,"From Business: Citywide Open Space provides specialist services in the management, planning and delivery of tree services.",(03) 9261 5000,citywide@citywide.com.au,http://www.citywide.com.au/,,,,,,,,,29/05/2026
2644,Clear It,clear-it,published,basic,No,No,60,Drainage Contractors,,Newtown,,NSW,2042,,No,No,NSW,,(02) 9516 0934,,,,,,,,,,,29/05/2026
5356,Command Plumbing & Gas,command-plumbing-and-gas,published,basic,No,No,60,Drainage Contractors,,Osborne Park,,WA,6017,,No,No,WA,,(08) 9444 0231,,,,,,,,,,,29/05/2026
5365,Copley's Contracting,copleys-contracting,published,basic,No,No,60,Drainage Contractors,,Maida Vale,,WA,6057,,No,No,WA,,0417 914 639,,,,,,,,,,,29/05/2026
4565,Costall C A & R K,costall-c-a-and-r-k,published,basic,No,No,60,Drainage Contractors,,Amity,,QLD,4183,,No,No,QLD,,(07) 3409 7396,,,,,,,,,,,29/05/2026
1534,Countrywide Plumbing,countrywide-plumbing,published,basic,No,No,60,Drainage Contractors,,Mountain River,,TAS,7109,,No,No,TAS,"From Business: Countrywide plumbing is family owned company, servicing Hobart, Huon, Kingston and the south east regions of Tasmania. We have been servicing the region for over…",0427 776 456,countrywideplumbing@bigpond.com,http://countrywideplumbing.com.au/index.php,,,,,,,,,29/05/2026
937,D W Grout Plumbing & Drainage,d-w-grout-plumbing-and-drainage,published,basic,No,No,60,Drainage Contractors,,Nundah,,QLD,4012,,No,No,QLD,,(07) 3266 8911,admin@dwgrout.com.au,http://www.dwgrout.com.au/,,,,,,,,,29/05/2026
5975,D.C.I. Plumbing & Gasfitting,dci-plumbing-and-gasfitting,published,basic,No,No,60,Drainage Contractors,,Hendon,,SA,5014,,No,No,SA,From Business: WE HAVE VANS IN YOUR AREA RIGHT NOW CALL NOW & TALK DIRECTLY TO A QUALIFIED PLUMBER,0409 097 095,,http://www.dciplumbing.com.au/,,,,,,,,,29/05/2026
5359,Dewatering Solutions,dewatering-solutions,published,basic,No,No,60,Drainage Contractors,,Welshpool,,WA,6106,,No,No,WA,,0437 955 111,,,,,,,,,,,29/05/2026
3662,Don's Drain Camera,dons-drain-camera,published,basic,No,No,60,Drainage Contractors,,Bayswater,,VIC,3153,,No,No,VIC,,0400 114 322,,,,,,,,,,,29/05/2026
4557,Drain Control,drain-control,published,basic,No,No,60,Drainage Contractors,,Brendale,,QLD,4500,,No,No,QLD,,(07) 3881 1888,,,,,,,,,,,29/05/2026
