company_id,business_name,state,current_category,proposed_slug,proposed_category,confidence,reason
"3237","BuiltPro","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","BuiltPro, opaque name"
"2009","BURNSIDE, BRAEDYN","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"5827","Business Grinders","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic services, no signal"
"14285","Business Symmetry","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1134","Buss Group","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"14657","Byrne Consultants","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque consultants name"
"4546","C & R Costall","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"2474","C A Dummett & Sons Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Sons firm, no description"
"14797","C D&A R Mcmahon","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2272","Cadence Australia Pty Limited","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5761","CAIP Services","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6611","Calabrese V & P","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Initials name no description"
"16483","Calidad Industries","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"14205","Cameron & Sims","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2721","Cammy","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6640","Canning T","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"3563","Cape","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"8733","Capital House Australasia","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5037","Cara Designs","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Designs, opaque, no description"
"1346","Carter Corporation Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque corporation name, no description"
"5828","Carumag Corporation","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque corporation name"
"4264","Case Meallin & Associates Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1662","Catalyst Property Services","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","generic property services name"
"16156","CBB","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque acronym, no description"
"14795","CCG","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque acronym, no description"
"8045","CCR Australia","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","no description, opaque name"
"16527","CCS Group Canberra","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"14325","Central Park Management","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4208","Certis Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"14943","CFS","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Acronym no description"
"16611","CGA TAS","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","General services, no signal"
"6167","Chammen Mick","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"14702","Charles Chew & Assoc","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque associates name"
"6178","Charles I L & K L","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"3666","Cherry Enterprises","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"2879","Chiephy (Australia) Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque company name"
"3299","Choiceright Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Choiceright, opaque name"
"7357","Chrysalis","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, vague description"
"3661","Citadel Group Services Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"6384","Clamptek","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"5904","Clarksons","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1621","Close Consultants Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","generic consultants, no description"
"4296","CMH QLD","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5301","CMWA Contracting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque contracting name"
"15717","Coastal Panther Corporation","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"2535","COB","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque acronym, no description"
"5330","Coda Contracting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque contracting name"
"5943","Colangelo A","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"5583","Collins Brett Pty Ltd","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"14979","CollNT","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"670","ComfyFirst","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6148","Conventry A L","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"5365","Copley's Contracting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque contracting name"
"2154","Corbell A C & P A","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"14242","Corporate Hands","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4565","Costall C A & R K","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"14261","CostPro Consulting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Cost consulting, unclear sector"
"5503","Cowley B","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"13503","CP Group Tasmania","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2783","Crackerjack Industries","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque industries name"
"15658","Cribbs Contracting","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Cribbs Contracting, no signal"
"11745","Cross Solutions","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6311","CSI (Australasia) Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"1732","Cubix Global","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque global name"
"1607","Cumec Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5347","Cutting Edge Designs","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Cutting Edge Designs vague"
"1672","CW Consulting","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque consulting name"
"6192","D & A Farina & Son","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"932","D & V Services","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"2930","D G A Holdings","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque holdings name"
"6155","D. E. Barton","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"7858","DAC Enterprises","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","no description, opaque name"
"6575","Damen Robert","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"5508","Dantuono I","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"15880","Datec","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"3070","David McKechnie","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Person name, no detail"
"16856","David Tuck","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"14599","Davies Consulting","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque consulting name"
"7063","DCCM Pty Ltd","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"15723","DCT Australia​","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque acronym, no description"
"120","DDH - D.Dyson - Holland & Associates Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"16651","DEC Installations Pty Ltd","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Installations, no detail"
"2757","Delmar Services","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic services name"
"3601","Delta Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5814","Dennis Underwood & Associates","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Associates, opaque consultancy"
"14250","Descom Consultant","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"7538","Design & Analysis","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","vague general services description"
"2858","Design Coded","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1609","DesignBid","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"15444","Detail Lab","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Detail Lab, no signal"
"6592","DHMTA Contracting","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque contracting name"
"15462","Direct Industries","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Direct Industries, no signal"
"14853","Direct Inject","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Direct Inject - opaque specialist"
"7023","Diviv Group","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"2397","Dix Gardner Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Associates firm, no description"
"15227","Dockyard Services","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Dockyard services opaque"
"3847","Donvac Sales Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque sales name, no signal"
"6505","Dowling Michael","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"2094","DP Finish","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque finish name"
"3232","DPF INTERNATIONAL PTY LTD","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","DPF International, opaque name"
"551","DrawDown Partners Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"14533","DSA Pty Ltd","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6665","Dunbar Services Pty Ltd","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic services name"
"826","Dynamic Composite Technologies Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Composite technologies, unclear"
"1843","E.J. Northway & Son Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"3236","Easyquote","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Easyquote, opaque name"
"4657","EDA FUTURE PTY LTD","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"712","Edac; Electronics Australasia Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Electronics, unclear scope"
"6053","Edmonds","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"4585","EDSI Solutions","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque solutions name"
"6764","Ei Australia Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque professional services name"
"6103","Ejay Installations","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque installations name"
"16768","EJP Gagliardi PTY Ltd.","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4295","Eldred Enterprises","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque enterprises name"
"2917","Elev8 Projects","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque projects name"
"2904","Elevate","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2911","Elevate Consulting","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic consulting, no signal"
"5493","Elevatech","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Elevatech, possibly elevators unclear"
"2913","Elevated Consulting","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic consulting name"
"3866","Elevation 7","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"12465","Elite Universal Services","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"15716","Emerald Traders","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Emerald Traders, no signal"
"7231","EMM Consulting Pty Limited","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","General consulting no signal"
"15502","Empire Contracting","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Empire Contracting, Fyshwick, no signal"
"14394","Energy Advance","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Energy firm, unclear services"
"7474","Engineering Trades Australia","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","no description, ambiguous name"
"14594","Ennovo","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4106","Eriko Services Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque services name, no signal"
"2717","Erling P S","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"5035","Exin China","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1244","Exit Property Co","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque property name, no description"
"5190","Exopro","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"222","Ezywood","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2936","F & J Strumendo","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Person name, no detail"
"14288","Facilita Consulting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque consulting, no description"
"3307","Faifer N A","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"6530","Farr Andrew","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"2828","Farrer John","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Person name, no detail"
"5809","Feder A G & J E","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Initials only, no description"
"6709","Fenton Steve","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"15257","Fero Group (Queensland)","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque group name"
"5515","Filippo Gioffre & Sons","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"6586","Fischer Till","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"11362","Fleming Kinnear & Cave","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","General services, no clear signal"
"15797","Flexible Australia","ACT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"6034","FMS Commercial","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque commercial name"
"7220","Forth Consulting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","General consulting no signal"
"9982","Fortified Protections","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4834","Fraussie Trade","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","no classification"
"2612","Fulmer Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2522","Futuristic Design Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Futuristic Design opaque, no description"
"3118","G.M.T Services","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","GMT Services, opaque name"
"6631","Gaia Solutions","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque solutions name"
"4015","Galbraith & Associates","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","associates, no signal"
"2949","GANG, WOUN GE","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Person name, no detail"
"6471","Gary Page","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"3356","Gerard Coutts & Associates","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5085","GF Consulting","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Consulting, opaque, no description"
"6159","Giamarelos P","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"5829","Giocon Australia Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5338","GJ Gillett","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"5092","Glaister Ross Partnership","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Partnership, opaque, no description"
"6606","Glen McPherson Consultancy","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Consultancy unclear field"
"2505","Global Australian Holdings Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Holdings company, no description"
"3861","GLR SOLUTIONS","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque solutions name, no signal"
"12110","Gold Medal Services","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"5215","Goldcrest Consolidated","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1023","Golden Elite Group","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"2598","Golden Solutions","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Golden Solutions opaque, no description"
"1610","Goral Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5017","Gordon Wilson & Associates Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Associates, opaque, no description"
"5873","Gotta Getta Group (platinum)","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque group name"
"5498","Grant Elevator Sales Pty Ltd","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Elevators, no matching category"
"6440","Graves E J & D J","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"12374","Green Hybrid","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6161","Greenan R M & E","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"9785","Greenfinity Traders","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Generic trader, no signal"
"4022","Greenwood Consulting Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","consulting, no signal"
"11420","GTI Perth","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2660","Gubler & Associates","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Associates firm, no description"
"6177","Gunther Feichter","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"4445","Guy Hill","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"4792","GVL Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"3241","GW & CO PTY LTD","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","GW & Co, opaque name"
"2144","GW Rose Family Holdings","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","holdings company, no signal"
"4157","Haddens","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"15027","Halkitis Bros","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"3407","Hanger Factory","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"6300","Hansen M & N","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"16731","Harp Collective","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6492","Harper A D","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Initials name no description"
"5951","Harradine Contracting","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Contracting, no specific signal"
"6259","Hawkes International Trading Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque trading name"
"16536","Haze","NT","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"14607","HED Consulting","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque consulting name"
"3001","Henare Cherington","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Person name, no detail"
"4360","Hennessy A Gerry & Co","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"3758","Hi -Grade Industry Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque industry name, no signal"
"15429","Hi-Range Solutions","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2586","Hibbs & Associates Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Associates firm, no description"
"6292","Higham R J & L A","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"4088","Hiqes","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"6545","Hniat P A & S J","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Initials name no description"
"1150","Hobbs","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","generic general services, no signal"
"16050","HodderCo","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5096","Hollis Nigel","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"2128","Holsts Gary","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"6057","Holyoake Pty Ltd","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"15411","Home4u Adelaide","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"1545","Homesmarts","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"6218","Homestyle Solutions","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque homestyle name"
"3030","Hosking Marcia","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Person name, no detail"
"3133","Hugo Services","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Hugo Services, opaque name"
"5071","Hunter Bros (Qld) Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Bros, opaque, no description"
"14614","Hutchings Spurr","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"14423","HW & Associates","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"16098","Hydro Intake","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"3670","I.E.C Pacific Pty Ltd","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"5101","Ian Lush & Associates","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Associates, opaque, no description"
"5898","Ian McKenzie","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"5702","Icon Service","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4266","IDM Partners","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"4420","IK & DJ James","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"1096","IKAhousing","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque housing name, no description"
"4443","Illawara Enterprises Pty Ltd","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque enterprises name"
"6621","Ims Bruce","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"6560","In The Loop (Tas) Pty Ltd","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"7881","Incert","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","no description, opaque name"
"15218","Incospec","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name no description"
"5588","INDUSTRY GROUP","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Industry Group opaque"
"14443","Inertia Projects Pty Ltd","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque projects name"
"3955","Innovations","VIC","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Innovations, no signal"
"5088","Innovita","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2467","Installcom","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Installcom opaque, no description"
"14294","Interlace Studies - Perth","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"6107","Intervac","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","opaque name, no description"
"7583","IPS Design","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","vague design services"
"14311","IPS Management Consultants","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Management consultants, unclear sector"
"11425","IROS AUSTRALIA - Perth Branch","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"16714","Ivy + Finch","QLD","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque name, no description"
"2493","J & P Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Opaque initials, no description"
"3194","J C Robinson & Co Pty Ltd","NSW","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","general services, no signal"
"6202","J M Wilson","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
"2153","Jack Hatzicosmas","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"5258","Jackson P A","WA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no signal"
"2183","Jaensch M A","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no signal"
"6454","James Ellson","TAS","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name no description"
"5883","Jamie Paul Goodwin","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","Personal name, no description"
"6181","Jarrod Bone","SA","Other / General Services","__UNSURE__","UNSURE — keep in Other","low","personal name, no description"
